pi1_time,pi1_time,pi1_time,pi2_parent,pi2_time,pi3_parent,pi3_time,pi4_parent,pi4_time,pi5_parent,pi5_time,pi6_parent,pi6_time,pi7_parent,pi7_time,pi8_parent,pi8_time,pi9_parent,pi9_time,pi10_parent,pi10_time
3304,root,,1,Sat 22 Feb 14:18:51 EST 2020,6,Sat 22 Feb 14:19:03 EST 2020,2,Sat 22 Feb 2020 02:19:15 PM EST,6,Sat 22 Feb 14:19:15 EST 2020,1,Sat 22 Feb 14:18:37 EST 2020,1,Sat 22 Feb 14:19:30 EST 2020,2,Sat 22 Feb 2020 02:19:02 PM EST,1,Sat 22 Feb 14:19:08 EST 2020,6,Sat 22 Feb 14:18:50 EST 2020
3299,root,,3,Sat Feb 22 19:04:29 UTC 2020,10,Sat 22 Feb 14:03:49 EST 2020,5,Sat 22 Feb 12:58:15 EST 2020,1,Sat 22 Feb 14:03:52 EST 2020,4,Sat 22 Feb 14:04:34 EST 2020,1,Sat 22 Feb 14:04:33 EST 2020,10,Sat 22 Feb 14:04:19 EST 2020,3,Sat Feb 22 19:04:02 UTC 2020,1,Sat 22 Feb 14:03:39 EST 2020
3301,root,,1,Sat 22 Feb 14:09:51 EST 2020,1,Sat 22 Feb 14:10:26 EST 2020,9,Sat 22 Feb 14:10:35 EST 2020,8,Sat 22 Feb 14:10:35 EST 2020,5,Sat 22 Feb 13:04:43 EST 2020,10,Sat 22 Feb 14:10:25 EST 2020,9,Sat 22 Feb 14:10:22 EST 2020,2,Sat 22 Feb 2020 02:10:09 PM EST,1,Sat 22 Feb 14:10:14 EST 2020
3295,root,,9,Sat 22 Feb 13:51:33 EST 2020,7,Sat 22 Feb 13:52:07 EST 2020,2,Sat 22 Feb 2020 01:52:05 PM EST,7,Sat 22 Feb 13:52:19 EST 2020,3,Sat Feb 22 18:52:30 UTC 2020,1,Sat 22 Feb 13:51:45 EST 2020,1,Sat 22 Feb 13:52:00 EST 2020,1,Sat 22 Feb 13:51:13 EST 2020,7,Sat 22 Feb 13:51:54 EST 2020
3285,root,,1,Sat 22 Feb 13:21:23 EST 2020,1,Sat 22 Feb 13:22:15 EST 2020,2,Sat 22 Feb 2020 01:22:30 PM EST,7,Sat 22 Feb 13:22:26 EST 2020,7,Sat 22 Feb 13:21:41 EST 2020,1,Sat 22 Feb 13:21:05 EST 2020,2,Sat 22 Feb 2020 01:22:17 PM EST,1,Sat 22 Feb 13:21:48 EST 2020,1,Sat 22 Feb 13:22:02 EST 2020
3280,root,,7,Sat 22 Feb 13:07:23 EST 2020,8,Sat 22 Feb 13:07:30 EST 2020,1,Sat 22 Feb 13:07:15 EST 2020,8,Sat 22 Feb 13:07:43 EST 2020,7,Sat 22 Feb 13:07:37 EST 2020,1,Sat 22 Feb 13:06:48 EST 2020,1,Sat 22 Feb 13:07:02 EST 2020,1,Sat 22 Feb 13:07:34 EST 2020,8,Sat 22 Feb 13:07:18 EST 2020
3315,root,,1,Sat 22 Feb 14:52:15 EST 2020,1,Sat 22 Feb 14:52:47 EST 2020,3,Sat Feb 22 19:52:59 UTC 2020,1,Sat 22 Feb 14:52:59 EST 2020,4,Sat 22 Feb 14:53:12 EST 2020,10,Sat 22 Feb 14:52:47 EST 2020,2,Sat 22 Feb 2020 02:52:55 PM EST,1,Sat 22 Feb 14:53:19 EST 2020,1,Sat 22 Feb 14:52:34 EST 2020
3284,root,,7,Sat 22 Feb 13:19:07 EST 2020,9,Sat 22 Feb 13:19:13 EST 2020,1,Sat 22 Feb 13:19:16 EST 2020,7,Sat 22 Feb 13:19:22 EST 2020,1,Sat 22 Feb 13:18:38 EST 2020,6,Sat 22 Feb 13:18:53 EST 2020,1,Sat 22 Feb 13:19:03 EST 2020,1,Sat 22 Feb 13:18:25 EST 2020,9,Sat 22 Feb 13:19:00 EST 2020
3317,root,,1,Sat 22 Feb 14:58:13 EST 2020,2,Sat 22 Feb 2020 02:58:51 PM EST,1,Sat 22 Feb 14:59:29 EST 2020,2,Sat 22 Feb 2020 02:59:03 PM EST,7,Sat 22 Feb 14:59:08 EST 2020,1,Sat 22 Feb 14:58:58 EST 2020,2,Sat 22 Feb 2020 02:59:18 PM EST,1,Sat 22 Feb 14:58:39 EST 2020,2,Sat 22 Feb 2020 02:58:38 PM EST
3303,root,,10,Sat 22 Feb 14:16:16 EST 2020,6,Sat 22 Feb 14:16:06 EST 2020,1,Sat 22 Feb 14:15:49 EST 2020,3,Sat Feb 22 19:16:18 UTC 2020,1,Sat 22 Feb 14:15:22 EST 2020,1,Sat 22 Feb 14:16:03 EST 2020,1,Sat 22 Feb 14:15:36 EST 2020,8,Sat 22 Feb 14:16:11 EST 2020,6,Sat 22 Feb 14:15:54 EST 2020
