pi1_time,pi1_time,pi1_time,pi2_parent,pi2_time,pi3_parent,pi3_time,pi4_parent,pi4_time,pi5_parent,pi5_time,pi6_parent,pi6_time,pi7_parent,pi7_time,pi8_parent,pi8_time,pi9_parent,pi9_time,pi10_parent,pi10_time
2694,root,pi1_time,9,Tue 18 Feb 16:42:11 EST 2020,1,Tue 18 Feb 16:41:28 EST 2020,10,Tue 18 Feb 16:41:56 EST 2020,10,Tue 18 Feb 16:41:37 EST 2020,2,Tue 18 Feb 2020 04:42:32 PM EST,1,Tue 18 Feb 16:42:05 EST 2020,5,Tue 18 Feb 15:35:38 EST 2020,3,Tue Feb 18 21:41:42 UTC 2020,1,Tue 18 Feb 16:41:15 EST 2020
2623,root,pi1_time,7,Tue 18 Feb 13:09:03 EST 2020,1,Tue 18 Feb 13:08:46 EST 2020,10,Tue 18 Feb 13:09:17 EST 2020,3,Tue Feb 18 18:08:56 UTC 2020,3,Tue Feb 18 18:09:09 UTC 2020,10,Tue 18 Feb 13:08:46 EST 2020,1,Tue 18 Feb 13:09:07 EST 2020,1,Tue 18 Feb 13:08:19 EST 2020,1,Tue 18 Feb 13:08:33 EST 2020
2584,root,pi1_time,1,Tue 18 Feb 11:14:17 EST 2020,2,Tue 18 Feb 2020 11:14:51 AM EST,2,Tue 18 Feb 2020 11:15:09 AM EST,7,Tue 18 Feb 11:15:01 EST 2020,3,Tue Feb 18 16:15:18 UTC 2020,2,Tue 18 Feb 2020 11:14:29 AM EST,9,Tue 18 Feb 11:15:00 EST 2020,1,Tue 18 Feb 11:14:38 EST 2020,7,Tue 18 Feb 11:14:47 EST 2020
2621,root,pi1_time,10,Tue 18 Feb 13:03:52 EST 2020,6,Tue 18 Feb 13:03:39 EST 2020,1,Tue 18 Feb 13:02:54 EST 2020,4,Tue 18 Feb 13:03:48 EST 2020,1,Tue 18 Feb 13:03:20 EST 2020,8,Tue 18 Feb 13:03:42 EST 2020,1,Tue 18 Feb 13:02:41 EST 2020,1,Tue 18 Feb 13:03:33 EST 2020,4,Tue 18 Feb 13:03:34 EST 2020
2610,root,pi1_time,1,Tue 18 Feb 12:30:44 EST 2020,2,Tue 18 Feb 2020 12:31:32 PM EST,7,Tue 18 Feb 12:31:13 EST 2020,4,Tue 18 Feb 12:31:34 EST 2020,2,Tue 18 Feb 2020 12:31:08 PM EST,9,Tue 18 Feb 12:30:54 EST 2020,1,Tue 18 Feb 12:31:07 EST 2020,1,Tue 18 Feb 12:30:31 EST 2020,9,Tue 18 Feb 12:31:26 EST 2020
2553,root,pi1_time,3,Tue Feb 18 14:43:26 UTC 2020,1,Tue 18 Feb 09:43:15 EST 2020,3,Tue Feb 18 14:44:09 UTC 2020,1,Tue 18 Feb 09:43:28 EST 2020,7,Tue 18 Feb 09:43:48 EST 2020,10,Tue 18 Feb 09:43:33 EST 2020,3,Tue Feb 18 14:43:56 UTC 2020,1,Tue 18 Feb 09:43:54 EST 2020,1,Tue 18 Feb 09:43:02 EST 2020
2683,root,pi1_time,1,Tue 18 Feb 16:08:00 EST 2020,7,Tue 18 Feb 16:08:53 EST 2020,1,Tue 18 Feb 16:08:38 EST 2020,8,Tue 18 Feb 16:08:54 EST 2020,1,Tue 18 Feb 16:09:05 EST 2020,2,Tue 18 Feb 2020 04:08:14 PM EST,1,Tue 18 Feb 16:08:25 EST 2020,7,Tue 18 Feb 16:08:38 EST 2020,2,Tue 18 Feb 2020 04:08:44 PM EST
2599,root,pi1_time,7,Tue 18 Feb 11:58:01 EST 2020,2,Tue 18 Feb 2020 11:58:23 AM EST,1,Tue 18 Feb 11:58:48 EST 2020,10,Tue 18 Feb 11:58:25 EST 2020,2,Tue 18 Feb 2020 11:58:45 AM EST,1,Tue 18 Feb 11:57:40 EST 2020,1,Tue 18 Feb 11:58:35 EST 2020,1,Tue 18 Feb 11:58:09 EST 2020,2,Tue 18 Feb 2020 11:58:11 AM EST
2669,root,pi1_time,1,Tue 18 Feb 15:26:45 EST 2020,2,Tue 18 Feb 2020 03:27:12 PM EST,9,Tue 18 Feb 15:27:35 EST 2020,2,Tue 18 Feb 2020 03:27:24 PM EST,10,Tue 18 Feb 15:27:18 EST 2020,3,Tue Feb 18 20:27:24 UTC 2020,9,Tue 18 Feb 15:27:22 EST 2020,1,Tue 18 Feb 15:27:11 EST 2020,2,Tue 18 Feb 2020 03:26:59 PM EST
2551,root,pi1_time,1,Tue 18 Feb 09:37:02 EST 2020,1,Tue 18 Feb 09:38:02 EST 2020,6,Tue 18 Feb 09:37:47 EST 2020,9,Tue 18 Feb 09:38:06 EST 2020,2,Tue 18 Feb 2020 09:37:23 AM EST,2,Tue 18 Feb 2020 09:38:02 AM EST,2,Tue 18 Feb 2020 09:37:42 AM EST,1,Tue 18 Feb 09:37:32 EST 2020,9,Tue 18 Feb 09:37:53 EST 2020
