pi1_time,pi1_time,pi1_time,pi2_parent,pi2_time,pi3_parent,pi3_time,pi4_parent,pi4_time,pi5_parent,pi5_time,pi6_parent,pi6_time,pi7_parent,pi7_time,pi8_parent,pi8_time,pi9_parent,pi9_time,pi10_parent,pi10_time
2873,root,,3,Thu Feb 20 14:05:15 UTC 2020,1,Thu 20 Feb 09:05:02 EST 2020,1,Thu 20 Feb 09:05:30 EST 2020,1,Thu 20 Feb 09:05:15 EST 2020,5,Thu 20 Feb 07:59:17 EST 2020,9,Thu 20 Feb 09:05:30 EST 2020,10,Thu 20 Feb 09:05:19 EST 2020,10,Thu 20 Feb 09:05:05 EST 2020,1,Thu 20 Feb 09:04:50 EST 2020
2881,root,,1,Thu 20 Feb 09:27:57 EST 2020,1,Thu 20 Feb 09:28:51 EST 2020,2,Thu 20 Feb 2020 09:28:35 AM EST,1,Thu 20 Feb 09:29:04 EST 2020,4,Thu 20 Feb 09:28:51 EST 2020,10,Thu 20 Feb 09:29:11 EST 2020,2,Thu 20 Feb 2020 09:28:22 AM EST,8,Thu 20 Feb 09:28:53 EST 2020,1,Thu 20 Feb 09:28:39 EST 2020
2902,root,,5,Thu 20 Feb 09:23:55 EST 2020,1,Thu 20 Feb 10:29:40 EST 2020,1,Thu 20 Feb 10:30:13 EST 2020,1,Thu 20 Feb 10:29:53 EST 2020,5,Thu 20 Feb 09:24:13 EST 2020,10,Thu 20 Feb 10:29:41 EST 2020,10,Thu 20 Feb 10:30:07 EST 2020,3,Thu Feb 20 15:30:24 UTC 2020,1,Thu 20 Feb 10:29:28 EST 2020
2889,root,,7,Thu 20 Feb 09:51:17 EST 2020,6,Thu 20 Feb 09:51:40 EST 2020,9,Thu 20 Feb 09:51:43 EST 2020,1,Thu 20 Feb 09:51:46 EST 2020,9,Thu 20 Feb 09:51:15 EST 2020,1,Thu 20 Feb 09:51:06 EST 2020,7,Thu 20 Feb 09:51:43 EST 2020,1,Thu 20 Feb 09:50:41 EST 2020,6,Thu 20 Feb 09:51:27 EST 2020
2876,root,,6,Thu 20 Feb 09:13:33 EST 2020,8,Thu 20 Feb 09:13:41 EST 2020,1,Thu 20 Feb 09:13:09 EST 2020,2,Thu 20 Feb 2020 09:13:46 AM EST,8,Thu 20 Feb 09:13:15 EST 2020,10,Thu 20 Feb 09:13:50 EST 2020,1,Thu 20 Feb 09:12:57 EST 2020,4,Thu 20 Feb 09:13:20 EST 2020,8,Thu 20 Feb 09:13:29 EST 2020
2892,root,,1,Thu 20 Feb 10:00:30 EST 2020,1,Thu 20 Feb 10:01:03 EST 2020,1,Thu 20 Feb 10:01:23 EST 2020,2,Thu 20 Feb 2020 10:01:04 AM EST,2,Thu 20 Feb 2020 10:00:48 AM EST,6,Thu 20 Feb 10:01:17 EST 2020,9,Thu 20 Feb 10:01:22 EST 2020,1,Thu 20 Feb 10:00:17 EST 2020,1,Thu 20 Feb 10:00:50 EST 2020
2911,root,,1,Thu 20 Feb 10:56:48 EST 2020,1,Thu 20 Feb 10:57:26 EST 2020,9,Thu 20 Feb 10:57:22 EST 2020,10,Thu 20 Feb 10:57:28 EST 2020,7,Thu 20 Feb 10:57:02 EST 2020,1,Thu 20 Feb 10:56:28 EST 2020,9,Thu 20 Feb 10:57:09 EST 2020,1,Thu 20 Feb 10:56:05 EST 2020,1,Thu 20 Feb 10:57:13 EST 2020
2880,root,,1,Thu 20 Feb 09:26:04 EST 2020,1,Thu 20 Feb 09:25:33 EST 2020,9,Thu 20 Feb 09:26:00 EST 2020,10,Thu 20 Feb 09:25:40 EST 2020,9,Thu 20 Feb 09:25:20 EST 2020,6,Thu 20 Feb 09:25:30 EST 2020,1,Thu 20 Feb 09:25:49 EST 2020,1,Thu 20 Feb 09:24:55 EST 2020,1,Thu 20 Feb 09:25:20 EST 2020
2901,root,,1,Thu 20 Feb 10:26:36 EST 2020,10,Thu 20 Feb 10:27:04 EST 2020,6,Thu 20 Feb 10:27:41 EST 2020,2,Thu 20 Feb 2020 10:27:08 AM EST,1,Thu 20 Feb 10:27:17 EST 2020,10,Thu 20 Feb 10:27:26 EST 2020,1,Thu 20 Feb 10:27:38 EST 2020,2,Thu 20 Feb 2020 10:27:21 AM EST,2,Thu 20 Feb 2020 10:26:54 AM EST
2909,root,,1,Thu 20 Feb 10:50:44 EST 2020,7,Thu 20 Feb 10:51:24 EST 2020,1,Thu 20 Feb 10:50:28 EST 2020,2,Thu 20 Feb 2020 10:51:26 AM EST,9,Thu 20 Feb 10:51:11 EST 2020,8,Thu 20 Feb 10:50:34 EST 2020,1,Thu 20 Feb 10:50:16 EST 2020,4,Thu 20 Feb 10:50:50 EST 2020,7,Thu 20 Feb 10:51:12 EST 2020
2887,root,,1,Thu 20 Feb 09:45:28 EST 2020,6,Thu 20 Feb 09:45:43 EST 2020,7,Thu 20 Feb 09:45:36 EST 2020,8,Thu 20 Feb 09:45:49 EST 2020,9,Thu 20 Feb 09:45:27 EST 2020,1,Thu 20 Feb 09:45:00 EST 2020,7,Thu 20 Feb 09:45:23 EST 2020,1,Thu 20 Feb 09:45:15 EST 2020,8,Thu 20 Feb 09:45:36 EST 2020
2886,root,,10,Thu 20 Feb 09:42:51 EST 2020,1,Thu 20 Feb 09:42:25 EST 2020,6,Thu 20 Feb 09:42:55 EST 2020,1,Thu 20 Feb 09:42:37 EST 2020,3,Thu Feb 20 14:42:37 UTC 2020,9,Thu 20 Feb 09:42:52 EST 2020,5,Thu 20 Feb 08:36:46 EST 2020,10,Thu 20 Feb 09:42:25 EST 2020,1,Thu 20 Feb 09:42:12 EST 2020
2910,root,,5,Thu 20 Feb 09:47:39 EST 2020,10,Thu 20 Feb 10:53:27 EST 2020,1,Thu 20 Feb 10:53:58 EST 2020,1,Thu 20 Feb 10:53:29 EST 2020,3,Thu Feb 20 15:53:42 UTC 2020,10,Thu 20 Feb 10:53:55 EST 2020,1,Thu 20 Feb 10:53:45 EST 2020,2,Thu 20 Feb 2020 10:53:56 AM EST,1,Thu 20 Feb 10:53:16 EST 2020
2895,root,,1,Thu 20 Feb 10:09:43 EST 2020,2,Thu 20 Feb 2020 10:10:25 AM EST,1,Thu 20 Feb 10:09:29 EST 2020,1,Thu 20 Feb 10:10:26 EST 2020,8,Thu 20 Feb 10:09:41 EST 2020,1,Thu 20 Feb 10:10:05 EST 2020,1,Thu 20 Feb 10:09:17 EST 2020,4,Thu 20 Feb 10:09:49 EST 2020,8,Thu 20 Feb 10:10:23 EST 2020
2893,root,,6,Thu 20 Feb 10:03:34 EST 2020,7,Thu 20 Feb 10:04:14 EST 2020,2,Thu 20 Feb 2020 10:04:14 AM EST,9,Thu 20 Feb 10:04:23 EST 2020,1,Thu 20 Feb 10:03:14 EST 2020,2,Thu 20 Feb 2020 10:03:54 AM EST,1,Thu 20 Feb 10:04:13 EST 2020,1,Thu 20 Feb 10:03:41 EST 2020,9,Thu 20 Feb 10:04:10 EST 2020
2903,root,,4,Thu 20 Feb 10:33:24 EST 2020,1,Thu 20 Feb 10:33:37 EST 2020,1,Thu 20 Feb 10:32:52 EST 2020,10,Thu 20 Feb 10:33:37 EST 2020,7,Thu 20 Feb 10:32:41 EST 2020,1,Thu 20 Feb 10:32:25 EST 2020,1,Thu 20 Feb 10:32:39 EST 2020,6,Thu 20 Feb 10:32:53 EST 2020,9,Thu 20 Feb 10:33:27 EST 2020
2905,root,,10,Thu 20 Feb 10:39:28 EST 2020,8,Thu 20 Feb 10:39:03 EST 2020,1,Thu 20 Feb 10:38:45 EST 2020,8,Thu 20 Feb 10:39:15 EST 2020,1,Thu 20 Feb 10:39:01 EST 2020,10,Thu 20 Feb 10:39:10 EST 2020,1,Thu 20 Feb 10:38:32 EST 2020,1,Thu 20 Feb 10:39:15 EST 2020,8,Thu 20 Feb 10:38:50 EST 2020
2907,root,,1,Thu 20 Feb 10:44:53 EST 2020,6,Thu 20 Feb 10:45:27 EST 2020,9,Thu 20 Feb 10:45:52 EST 2020,2,Thu 20 Feb 2020 10:45:32 AM EST,2,Thu 20 Feb 2020 10:45:03 AM EST,1,Thu 20 Feb 10:45:32 EST 2020,1,Thu 20 Feb 10:45:49 EST 2020,1,Thu 20 Feb 10:45:10 EST 2020,6,Thu 20 Feb 10:45:14 EST 2020
2897,root,,1,Thu 20 Feb 10:15:01 EST 2020,1,Thu 20 Feb 10:15:29 EST 2020,9,Thu 20 Feb 10:16:07 EST 2020,2,Thu 20 Feb 2020 10:15:37 AM EST,9,Thu 20 Feb 10:15:26 EST 2020,3,Thu Feb 20 15:15:54 UTC 2020,1,Thu 20 Feb 10:16:02 EST 2020,2,Thu 20 Feb 2020 10:15:15 AM EST,1,Thu 20 Feb 10:15:17 EST 2020
