pi1_time,pi1_time,pi1_time,pi2_parent,pi2_time,pi3_parent,pi3_time,pi4_parent,pi4_time,pi5_parent,pi5_time,pi6_parent,pi6_time,pi7_parent,pi7_time,pi8_parent,pi8_time,pi9_parent,pi9_time,pi10_parent,pi10_time
3031,root,,9,Thu 20 Feb 16:55:20 EST 2020,2,Thu 20 Feb 2020 04:55:50 PM EST,1,Thu 20 Feb 16:55:06 EST 2020,9,Thu 20 Feb 16:55:59 EST 2020,4,Thu 20 Feb 16:55:20 EST 2020,8,Thu 20 Feb 16:55:15 EST 2020,1,Thu 20 Feb 16:54:53 EST 2020,1,Thu 20 Feb 16:54:37 EST 2020,2,Thu 20 Feb 2020 04:55:37 PM EST
3028,root,,8,Thu 20 Feb 16:45:39 EST 2020,6,Thu 20 Feb 16:46:29 EST 2020,1,Thu 20 Feb 16:45:32 EST 2020,2,Thu 20 Feb 2020 04:46:34 PM EST,4,Thu 20 Feb 16:45:55 EST 2020,4,Thu 20 Feb 16:45:42 EST 2020,1,Thu 20 Feb 16:45:19 EST 2020,1,Thu 20 Feb 16:46:04 EST 2020,1,Thu 20 Feb 16:46:24 EST 2020
3029,root,,6,Thu 20 Feb 16:49:06 EST 2020,10,Thu 20 Feb 16:49:21 EST 2020,1,Thu 20 Feb 16:48:43 EST 2020,7,Thu 20 Feb 16:49:23 EST 2020,1,Thu 20 Feb 16:48:56 EST 2020,8,Thu 20 Feb 16:49:00 EST 2020,1,Thu 20 Feb 16:48:30 EST 2020,1,Thu 20 Feb 16:49:31 EST 2020,7,Thu 20 Feb 16:49:10 EST 2020
3013,root,,1,Thu 20 Feb 16:01:30 EST 2020,8,Thu 20 Feb 16:01:42 EST 2020,1,Thu 20 Feb 16:01:04 EST 2020,4,Thu 20 Feb 16:01:50 EST 2020,8,Thu 20 Feb 16:01:05 EST 2020,6,Thu 20 Feb 16:01:20 EST 2020,1,Thu 20 Feb 16:00:51 EST 2020,10,Thu 20 Feb 16:01:38 EST 2020,8,Thu 20 Feb 16:01:29 EST 2020
3016,root,,1,Thu 20 Feb 16:09:31 EST 2020,1,Thu 20 Feb 16:10:25 EST 2020,2,Thu 20 Feb 2020 04:09:57 PM EST,4,Thu 20 Feb 16:10:29 EST 2020,7,Thu 20 Feb 16:10:08 EST 2020,1,Thu 20 Feb 16:09:51 EST 2020,2,Thu 20 Feb 2020 04:09:44 PM EST,1,Thu 20 Feb 16:10:06 EST 2020,4,Thu 20 Feb 16:10:16 EST 2020
2999,root,,8,Thu 20 Feb 15:19:14 EST 2020,1,Thu 20 Feb 15:19:17 EST 2020,7,Thu 20 Feb 15:19:11 EST 2020,10,Thu 20 Feb 15:19:21 EST 2020,4,Thu 20 Feb 15:19:25 EST 2020,1,Thu 20 Feb 15:18:49 EST 2020,7,Thu 20 Feb 15:18:58 EST 2020,4,Thu 20 Feb 15:19:38 EST 2020,1,Thu 20 Feb 15:19:05 EST 2020
3015,root,,3,Thu Feb 20 21:07:24 UTC 2020,6,Thu 20 Feb 16:07:11 EST 2020,1,Thu 20 Feb 16:06:38 EST 2020,1,Thu 20 Feb 16:07:24 EST 2020,8,Thu 20 Feb 16:06:45 EST 2020,1,Thu 20 Feb 16:06:57 EST 2020,1,Thu 20 Feb 16:06:25 EST 2020,4,Thu 20 Feb 16:06:48 EST 2020,1,Thu 20 Feb 16:07:11 EST 2020
3008,root,,7,Thu 20 Feb 15:46:42 EST 2020,7,Thu 20 Feb 15:46:56 EST 2020,1,Thu 20 Feb 15:46:19 EST 2020,2,Thu 20 Feb 2020 03:47:06 PM EST,8,Thu 20 Feb 15:46:36 EST 2020,8,Thu 20 Feb 15:46:17 EST 2020,1,Thu 20 Feb 15:46:06 EST 2020,1,Thu 20 Feb 15:47:01 EST 2020,2,Thu 20 Feb 2020 03:46:53 PM EST
3021,root,,1,Thu 20 Feb 16:24:43 EST 2020,4,Thu 20 Feb 16:25:03 EST 2020,6,Thu 20 Feb 16:24:31 EST 2020,6,Thu 20 Feb 16:25:12 EST 2020,1,Thu 20 Feb 16:24:01 EST 2020,8,Thu 20 Feb 16:24:28 EST 2020,6,Thu 20 Feb 16:24:18 EST 2020,1,Thu 20 Feb 16:25:00 EST 2020,4,Thu 20 Feb 16:24:50 EST 2020
3001,root,,1,Thu 20 Feb 15:24:40 EST 2020,1,Thu 20 Feb 15:25:07 EST 2020,9,Thu 20 Feb 15:25:49 EST 2020,1,Thu 20 Feb 15:25:19 EST 2020,2,Thu 20 Feb 2020 03:25:28 PM EST,10,Thu 20 Feb 15:25:22 EST 2020,7,Thu 20 Feb 15:25:37 EST 2020,3,Thu Feb 20 20:25:30 UTC 2020,1,Thu 20 Feb 15:24:54 EST 2020
